"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
28,"Private",266070,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
39,"Private",138192,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America",">50K"
53,"Government",82783,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"North America","<=50K"
35,"Private",90406,"11th",7,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"North America","<=50K"
28,"Private",188064,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"North America","<=50K"
27,"Private",97490,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"North America","<=50K"
27,"Private",221252,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Amer-Indian-Eskimo","Female",0,0,8,"North America","<=50K"
34,"Private",107793,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Europe",">50K"
30,"Private",75167,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"North America","<=50K"
24,"Private",488541,"Some-college",10,"Never-married","Other-service","Unmarried","Black","Female",0,0,35,"North America","<=50K"
31,"Other",203488,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"North America","<=50K"
21,"Private",202871,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,20,"North America","<=50K"
44,"Private",336906,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
34,"Private",177596,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"North America",">50K"
20,"Private",219211,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"North America","<=50K"
35,"Government",94529,"HS-grad",9,"Divorced","Protective-serv","Unmarried","White","Female",0,0,40,"North America","<=50K"
43,"Other",197069,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Asia",">50K"
33,"Private",153588,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
22,"Private",126613,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"North America","<=50K"
61,"Private",26254,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
42,"Private",412379,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"North America","<=50K"
59,"Private",99131,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"North America","<=50K"
34,"Private",554206,"HS-grad",9,"Separated","Transport-moving","Not-in-family","Black","Male",0,0,20,"North America","<=50K"
49,"Self-Employed",199326,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"North America","<=50K"
31,"Private",178841,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
26,"Self-Employed",109240,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"North America","<=50K"
19,"Private",123718,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"North America","<=50K"
19,"Private",126501,"11th",7,"Never-married","Adm-clerical","Own-child","Amer-Indian-Eskimo","Female",0,0,15,"Other","<=50K"
48,"Private",165267,"10th",6,"Married-civ-spouse","Farming-fishing","Husband","Black","Male",0,0,40,"North America","<=50K"
35,"Government",329759,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
36,"Private",212433,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"North America","<=50K"
64,"Private",22186,"Some-college",10,"Widowed","Tech-support","Not-in-family","White","Female",0,0,35,"North America","<=50K"
25,"Private",338013,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"North America","<=50K"
20,"Private",387779,"11th",7,"Never-married","Transport-moving","Own-child","White","Male",0,0,15,"North America","<=50K"
39,"Private",380614,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,45,"North America",">50K"
40,"Private",83859,"HS-grad",9,"Widowed","Machine-op-inspct","Own-child","White","Female",0,0,30,"North America","<=50K"
41,"Private",421837,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
21,"Private",184135,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Male",0,0,1,"North America","<=50K"
47,"Other",96854,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
53,"Private",95519,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"North America",">50K"
52,"Other",38973,"Bachelors",13,"Separated","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
23,"Private",39182,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America","<=50K"
41,"Private",294270,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"North America","<=50K"
29,"Private",337693,"5th-6th",3,"Never-married","Other-service","Own-child","White","Female",0,0,40,"North America","<=50K"
30,"Private",169186,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,60,"North America","<=50K"
48,"Private",109421,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"North America","<=50K"
40,"Private",200479,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America","<=50K"
38,"Government",147258,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"North America","<=50K"
49,"Private",124356,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"North America",">50K"
21,"Private",411068,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"North America","<=50K"
47,"Private",192984,"Some-college",10,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
19,"Private",206777,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"North America","<=50K"
40,"Private",34722,"Some-college",10,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,48,"North America",">50K"
20,"Private",24967,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,47,"North America","<=50K"
22,"Private",412156,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"North America","<=50K"
50,"Other",306707,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,12,"North America","<=50K"
39,"Private",129495,"Some-college",10,"Separated","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
26,"Private",371556,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
56,"Government",255406,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
38,"Private",168322,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"North America","<=50K"
46,"Private",278322,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America",">50K"
48,"Private",101684,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America","<=50K"
27,"Private",133425,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"North America","<=50K"
45,"Self-Employed",77132,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,55,"North America","<=50K"
21,"Private",109667,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,40,"North America","<=50K"
40,"Private",89226,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America",">50K"
20,"Private",124751,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,24,"North America","<=50K"
27,"Private",98769,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"North America","<=50K"
20,"Private",243178,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,28,"North America","<=50K"
31,"Private",382368,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"Europe","<=50K"
31,"Private",339482,"1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
64,"Government",198728,"Some-college",10,"Never-married","Transport-moving","Unmarried","White","Male",0,0,40,"North America","<=50K"
48,"Private",233802,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,45,"North America","<=50K"
28,"Private",208249,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,24,"North America","<=50K"
60,"Self-Employed",93272,"7th-8th",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"North America","<=50K"
26,"Private",456618,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"North America","<=50K"
21,"Private",296158,"10th",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,25,"North America","<=50K"
19,"Government",282721,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Male",0,0,12,"North America","<=50K"
33,"Private",549413,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"North America",">50K"
33,"Private",598802,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
19,"Private",266255,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"North America","<=50K"
22,"Private",59184,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,45,"North America","<=50K"
59,"Private",147989,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"North America",">50K"
50,"Private",195784,"12th",8,"Divorced","Handlers-cleaners","Unmarried","White","Male",0,0,40,"North America","<=50K"
40,"Self-Employed",225165,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America","<=50K"
22,"Private",54825,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"North America","<=50K"
24,"Private",62952,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"North America","<=50K"
30,"Private",29235,"Some-college",10,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,20,"North America","<=50K"
30,"Private",83253,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"North America","<=50K"
40,"Private",128700,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
29,"Government",240738,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America",">50K"
25,"Private",32276,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,28,"North America","<=50K"
50,"Government",163921,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
24,"Private",464103,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"North America","<=50K"
37,"Private",267085,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"North America","<=50K"
52,"Self-Employed",134854,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America",">50K"
50,"Self-Employed",95949,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"North America","<=50K"
36,"Private",182863,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"North America",">50K"
20,"Private",224238,"12th",8,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"North America","<=50K"
31,"Self-Employed",103435,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"North America","<=50K"
35,"Private",297485,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"North America","<=50K"
44,"Private",130126,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"North America",">50K"
55,"Government",159028,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
45,"Private",90758,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"North America",">50K"
34,"Private",27153,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
20,"Private",179423,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,8,"North America","<=50K"
59,"Private",108765,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"North America","<=50K"
29,"Private",114870,"Some-college",10,"Divorced","Craft-repair","Own-child","White","Male",0,0,40,"North America","<=50K"
50,"Self-Employed",67794,"HS-grad",9,"Married-spouse-absent","Sales","Not-in-family","White","Male",0,0,60,"North America","<=50K"
26,"Self-Employed",34307,"Assoc-voc",11,"Never-married","Farming-fishing","Own-child","White","Male",0,0,65,"North America","<=50K"
23,"Private",216181,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,36,"Asia","<=50K"
23,"Private",391171,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Male",0,0,25,"North America","<=50K"
56,"Government",110257,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"North America","<=50K"
44,"Private",268098,"12th",8,"Never-married","Transport-moving","Not-in-family","Black","Male",0,0,36,"North America","<=50K"
23,"Private",267955,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"North America","<=50K"
46,"Private",345073,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,48,"North America",">50K"
19,"Private",213024,"12th",8,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"North America","<=50K"
24,"Self-Employed",83374,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,30,"North America",">50K"
24,"Private",424494,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"North America","<=50K"
25,"Private",219130,"Some-college",10,"Never-married","Other-service","Not-in-family","Other","Female",0,0,40,"North America","<=50K"
31,"Private",211242,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"North America",">50K"
25,"Government",249214,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
53,"Government",204397,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"North America","<=50K"
40,"Other",36885,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"North America","<=50K"
42,"Private",185145,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,57,"North America","<=50K"
26,"Private",459548,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,20,"North America","<=50K"
47,"Self-Employed",350759,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America",">50K"
43,"Private",143583,"10th",6,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"North America","<=50K"
36,"Private",334366,"11th",7,"Separated","Exec-managerial","Not-in-family","White","Female",0,0,32,"North America","<=50K"
52,"Private",194259,"7th-8th",4,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"North America","<=50K"
35,"Private",126675,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"North America","<=50K"
34,"Private",204052,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"North America","<=50K"
43,"Self-Employed",83348,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"North America","<=50K"
45,"Private",175958,"Prof-school",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America",">50K"
38,"Private",439592,"Some-college",10,"Never-married","Other-service","Own-child","Black","Female",0,0,40,"North America","<=50K"
37,"Private",161141,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"North America","<=50K"
24,"Private",73928,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,20,"North America","<=50K"
28,"Private",96020,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
54,"Private",104421,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
31,"Private",329874,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"North America","<=50K"
28,"Government",277635,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"North America","<=50K"
47,"Private",125120,"Bachelors",13,"Divorced","Craft-repair","Not-in-family","White","Female",0,0,50,"North America","<=50K"
28,"Private",149652,"10th",6,"Never-married","Other-service","Own-child","Black","Female",0,0,30,"North America","<=50K"
56,"Private",170324,"5th-6th",3,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"North America","<=50K"
45,"Private",165937,"HS-grad",9,"Divorced","Transport-moving","Own-child","White","Male",0,0,60,"North America","<=50K"
40,"Private",177083,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,50,"North America","<=50K"
22,"Private",81145,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,25,"North America","<=50K"
25,"Private",248851,"Bachelors",13,"Never-married","Other-service","Own-child","White","Male",0,0,40,"North America","<=50K"
32,"Private",212064,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"North America",">50K"
53,"Private",229465,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"North America",">50K"
21,"Private",180052,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,30,"North America","<=50K"
20,"Private",214387,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"North America","<=50K"
47,"Government",149337,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Male",0,0,38,"North America","<=50K"
35,"Private",403037,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
56,"Private",181220,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America",">50K"
37,"Other",143547,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"North America","<=50K"
31,"Government",150324,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
64,"Private",212838,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"North America",">50K"
45,"Private",168283,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"North America","<=50K"
58,"Private",119751,"HS-grad",9,"Married-civ-spouse","Priv-house-serv","Other-relative","Asian-Pac-Islander","Female",0,0,60,"Asia","<=50K"
43,"Government",114537,"Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"North America","<=50K"
31,"Private",175509,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"North America","<=50K"
55,"Self-Employed",120920,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,35,"North America","<=50K"
41,"Government",27305,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
54,"Private",280292,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,32,"North America","<=50K"
27,"Government",172091,"HS-grad",9,"Never-married","Craft-repair","Unmarried","Black","Male",0,0,40,"North America","<=50K"
72,"Self-Employed",139889,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,74,"North America","<=50K"
29,"Private",264961,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,45,"North America","<=50K"
47,"Private",302711,"11th",7,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
42,"Self-Employed",50356,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America","<=50K"
22,"Private",199336,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,25,"North America","<=50K"
37,"Private",234807,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,37,"North America","<=50K"
64,"Private",342494,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
43,"Self-Employed",82488,"Bachelors",13,"Married-civ-spouse","Sales","Own-child","Asian-Pac-Islander","Female",0,0,40,"Asia",">50K"
41,"Private",325786,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
22,"Private",204226,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"North America","<=50K"
29,"Private",307812,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"North America","<=50K"
30,"Government",194740,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"North America","<=50K"
33,"Private",112941,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America",">50K"
58,"Private",141807,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Europe","<=50K"
39,"Private",262841,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"North America",">50K"
55,"Private",37438,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America",">50K"
22,"Private",170800,"Assoc-voc",11,"Never-married","Other-service","Own-child","White","Female",0,0,12,"North America","<=50K"
32,"Private",70985,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
43,"Private",183891,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"North America","<=50K"
75,"Self-Employed",164570,"11th",7,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"North America","<=50K"
47,"Private",34458,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"North America","<=50K"
31,"Private",254293,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"North America","<=50K"
20,"Private",55465,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,35,"North America","<=50K"
67,"Government",181220,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,20,"North America","<=50K"
42,"Private",26672,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,60,"North America","<=50K"
30,"Private",94245,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"North America","<=50K"
21,"Private",238917,"5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"North America","<=50K"
30,"Private",361742,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"North America","<=50K"
29,"Private",100579,"Assoc-voc",11,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
56,"Self-Employed",356067,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,0,16,"North America","<=50K"
34,"Self-Employed",544268,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,50,"North America","<=50K"
23,"Private",65038,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"North America","<=50K"
19,"Government",176831,"Some-college",10,"Never-married","Other-service","Own-child","Black","Female",0,0,35,"North America","<=50K"
22,"Private",211678,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"North America","<=50K"
40,"Government",157240,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,70,"North America","<=50K"
45,"Self-Employed",106110,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,99,"North America","<=50K"
44,"Private",267521,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
27,"Private",90692,"Assoc-voc",11,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Asia","<=50K"
49,"Private",236913,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,45,"North America","<=50K"
42,"Private",99373,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"North America","<=50K"
43,"Private",241928,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","Black","Female",0,0,32,"North America","<=50K"
37,"Private",95654,"10th",6,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,35,"North America","<=50K"
51,"Other",314007,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
26,"Private",112847,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"North America","<=50K"
57,"Government",183657,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,35,"North America",">50K"
50,"Private",163948,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America",">50K"
19,"Private",316797,"7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Own-child","White","Male",0,0,45,"North America","<=50K"
51,"Government",195844,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"North America",">50K"
22,"Government",201569,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"North America","<=50K"
61,"Private",97128,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"North America",">50K"
42,"Private",203393,"Bachelors",13,"Married-civ-spouse","Craft-repair","Wife","Black","Female",0,0,35,"North America",">50K"
49,"Private",138370,"Masters",14,"Married-spouse-absent","Protective-serv","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
43,"Private",91949,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,"North America","<=50K"
57,"Private",195835,"Some-college",10,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Male",0,0,40,"North America","<=50K"
79,"Self-Employed",103684,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"North America","<=50K"
30,"Private",112358,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,60,"North America",">50K"
26,"Private",151810,"10th",6,"Never-married","Farming-fishing","Not-in-family","Black","Male",0,0,40,"North America","<=50K"
22,"Private",113760,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,30,"North America","<=50K"
46,"Private",202560,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"North America",">50K"
59,"Private",118358,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America",">50K"
27,"Private",491421,"5th-6th",3,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,50,"North America","<=50K"
50,"Private",151580,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"North America","<=50K"
25,"Private",248990,"1st-4th",2,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,24,"North America","<=50K"
42,"Private",157425,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,45,"North America","<=50K"
71,"Private",216608,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
28,"Self-Employed",410351,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Europe","<=50K"
